ucid,oem,model,vid,ic,sid,dvn,pu,pn,km,myear,city,loc,ceid,regplace,owner,cc,bt,insurance,utype,active,did,ip,inp,ft,transmission,reason,p_numeric,pi,vlink,views,ud,it,webp_image,ftc
2895542,BMW,BMW X3 2011-2013,BMW X3 2011-2013 xDrive30d,6,2DC9F0CFB6067551CA6DAEB5E0815773,BMW X3 xDrive30d,39 Lakh,73.69 Lakh,"49,000",2017,Hyderabad,Jubilee Hills,0,Hyderabad (reg),1,2993,SUV,Comprehensive,Dealer,0,190213,0,24,Diesel,Automatic,Not Informed,3900000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2119947_1606888934.jpg,/used-car-details/used-BMW-X3-2011-2013-xDrive30d-cars-Hyderabad_2DC9F0CFB6067551CA6DAEB5E0815773.htm,995,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2119947_1606888934.webp,0
2720650,Audi,Audi Q5 2012-2017,Audi Q5 2012-2017 3.0 TDI Quattro Technology,19,F28691A1BA76F0B8B4A644EFEF7841A3,Audi Q5 3.0 TDI Quattro Technology,32 Lakh,,"30,000",2015,Hyderabad,Jubilee Hills,0,Hyderabad (reg),1,2967,SUV,No Insurance,Dealer,0,200995,0,44,Diesel,Automatic,Not Informed,3200000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_3_94281593603241_1593603266.jpeg,/used-car-details/used-Audi-Q5-2012-2017-3.0-TDI-Quattro-Technology-cars-Hyderabad_F28691A1BA76F0B8B4A644EFEF7841A3.htm,2423,Aug 10,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_3_94281593603241_1593603266.webp,0
2929269,Land Rover,Land Rover Range Rover Evoque 2015-2016,Land Rover Range Rover Evoque 2015-2016 HSE Dynamic,7,3738E16FA2516B98155E9D90EFB4EF8E,Land Rover Range Rover Evoque HSE Dynamic,43 Lakh,72.24-75.79 Lakh,"30,000",2018,Hyderabad,Jubilee Hills,0,Hyderabad (reg),1,2179,SUV,Comprehensive,Dealer,0,190213,0,1,Diesel,Automatic,Not Informed,4300000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2142569_1609144563.jpg,/used-car-details/used-Land-Rover-Range-Rover-Evoque-2015-2016-HSE-Dynamic-cars-Hyderabad_3738E16FA2516B98155E9D90EFB4EF8E.htm,333,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2142569_1609144563.webp,0
2941406,Audi,Audi A6 2011-2015,Audi A6 2011-2015 35 TDI Premium,13,226905E360A3AAE6945E592ED2DD2AC9,Audi A6 35 TDI Premium,32 Lakh,,"54,945",2016,Hyderabad,Madhapur,0,Hyderabad (reg),1,1968,Sedans,No Insurance,Dealer,0,199054,0,0,Diesel,Automatic,,3200000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151154_1610009263.jpg,/used-car-details/used-Audi-A6-2011-2015-35-TDI-Premium-cars-Hyderabad_226905E360A3AAE6945E592ED2DD2AC9.htm,0,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151154_1610009263.webp,0
2868927,BMW,BMW 5 Series 2013-2017,BMW 5 Series 2013-2017 520d M Sport,14,310A0FBF569A06DA5A68D719F5B56E8A,BMW 5 Series 520d M Sport,33.5 Lakh,72.51-81.40 Lakh,"40,000",2016,Hyderabad,Jubilee Hills,0,Hyderabad (reg),1,1995,Sedans,Comprehensive,Dealer,0,190213,0,0,Diesel,Automatic,,3350000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2105192_1604915818.jpg,/used-car-details/used-BMW-5-Series-2013-2017-520d-M-Sport-cars-Hyderabad_310A0FBF569A06DA5A68D719F5B56E8A.htm,1010,Nov 19,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2105192_1604915818.webp,0
2613225,Volvo,Volvo XC 90,Volvo XC90 D5 Momentum BSIV,12,CA7B3D9764AA88B7A445FA1373483D7F,Volvo XC90 D5 Momentum BSIV,47 Lakh,96.23-1.04 Cr,"48,000",2016,Hyderabad,Jubilee Hills,0,Hyderabad (reg),1,1969,luxury,Comprehensive,Dealer,0,200995,0,2,Diesel,Automatic,Not Informed,4700000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_1937251_1580375115.jpg,/used-car-details/used-Volvo-XC90-D5-Momentum-BSIV-cars-Hyderabad_CA7B3D9764AA88B7A445FA1373483D7F.htm,4355,Oct 29,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_1937251_1580375115.webp,0
2925772,Land Rover,Land Rover Range Rover Evoque 2016-2020,Land Rover Range Rover Evoque 2016-2020 2.0 TD4 SE Dynamic,5,613D1AE6C6E2662A1104C392D0AE5B95,Land Rover Range Rover Evoque 2.0 TD4 SE Dynamic,43.5 Lakh,72.24-75.79 Lakh,"45,000",2017,Hyderabad,Ammerpet,0,Hyderabad (reg),1,1999,SUV,No Insurance,Dealer,0,167560,0,1,Diesel,Automatic,Not Informed,4350000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_whatsappimage2020_12_25at12_2021608893704_1608893737.jpeg,/used-car-details/used-Land-Rover-Range-Rover-Evoque-2016-2020-2.0-TD4-SE-Dynamic-cars-Hyderabad_613D1AE6C6E2662A1104C392D0AE5B95.htm,165,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_whatsappimage2020_12_25at12_2021608893704_1608893737.webp,0
2941739,Volvo,Volvo XC 90 2007-2015,Volvo XC 90 2007-2015 D5 AWD,12,FB8C17C81151A5D3EBDA000CAB2511A6,Volvo XC 90 D5 AWD,40.5 Lakh,96.23-1.04 Cr,"90,300",2016,Hyderabad,Madhapur,0,Hyderabad (reg),1,2400,SUV,Comprehensive,Dealer,0,199054,0,0,Diesel,Manual,Not Informed,4050000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151543_1610021670.jpg,/used-car-details/used-Volvo-XC-90-2007-2015-D5-AWD-cars-Hyderabad_FB8C17C81151A5D3EBDA000CAB2511A6.htm,2,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151543_1610021670.webp,0
2612666,Jaguar,Jaguar XF,Jaguar XF Aero Sport Edition,19,9B1B0CF78C66603319E8A006082980EB,Jaguar XF Aero Sport Edition,35 Lakh,,"20,000",2015,Hyderabad,Jubilee Hills,0,Hyderabad (reg),1,2179,Sedans,Comprehensive,Dealer,0,200995,0,31,Diesel,Automatic,Not Informed,3500000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_1936702_1580306667.jpg,/used-car-details/used-Jaguar-XF-Aero-Sport-Edition-cars-Hyderabad_9B1B0CF78C66603319E8A006082980EB.htm,3345,Oct 29,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_1936702_1580306667.webp,0
2545275,Porsche,Porsche Panamera 2010-2013,Porsche Panamera 2010-2013 Base,13,44F4A350CCEC0CE6DA4EFE3F5CD2B2E2,Porsche Panamera Base,38 Lakh,1.75Cr-3.02 Cr,"25,000",2010,Hyderabad,Jubilee Hills,0,Hyderabad (reg),1,4806,Sedans,No Insurance,Dealer,0,190213,0,9,Petrol,Automatic,Not Informed,3800000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_1876394_1574682829.jpg,/used-car-details/used-Porsche-Panamera-2010-2013-Base-cars-Hyderabad_44F4A350CCEC0CE6DA4EFE3F5CD2B2E2.htm,2840,Oct 31,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2019/used_car_1876394_1574682829.webp,0
2941429,Ford,Ecosport 2015-2021,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,10,BD01C64CC0EFA77FFB801286AB43F9AA,Ford Ecosport 2015-2021 1.5 TDCi Titanium BSIV,6.5 Lakh,10.16-13.72 Lakh,"49,199",2015,Hyderabad,Gandhi Bhawan,0,Hyderabad (reg),1,1498,SUV,No Insurance,Dealer,0,186889,0,0,Diesel,Manual,,650000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151165_1610020556.jpg,/used-car-details/used-Ford-Ecosport-2015-2021-1.5-TDCi-Titanium-BSIV-cars-Hyderabad_BD01C64CC0EFA77FFB801286AB43F9AA.htm,64,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151165_1610020556.webp,0
2941049,Hyundai,Hyundai Elite i20 2014-2015,Hyundai Elite i20 2014-2015 Sportz 1.2,25,9F4499262A6422309D35C957A56039FB,Hyundai i20 Sportz 1.2,4.95 Lakh,8.05-13.52 Lakh,"37,000",2014,Hyderabad,Vidyanagar,0,Hyderabad (reg),1,1197,Hatchback,Comprehensive,Dealer,0,195118,0,0,Petrol,Manual,,495000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_1_edited_70641609997753_1609997808.jpg,/used-car-details/used-Hyundai-Elite-i20-2014-2015-Sportz-1.2-cars-Hyderabad_9F4499262A6422309D35C957A56039FB.htm,98,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_1_edited_70641609997753_1609997808.webp,0
2941931,Maruti,Maruti Wagon R,Maruti Wagon R VXI AMT Opt 1.2BSIV,18,380D9C84069AC89F20FB21A2D8F56531,Maruti Wagon R VXI AMT Opt 1.2BSIV,4.75 Lakh,5.39-7.12 Lakh,"18,200",2018,Hyderabad,Hussainialam,0,Hyderabad (reg),1,1197,Hatchback,Comprehensive,Dealer,0,219429,0,0,Petrol,Automatic,,475000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151669_1610027864.jpg,/used-car-details/used-Maruti-Wagon-R-VXI-AMT-Opt-1.2BSIV-cars-Hyderabad_380D9C84069AC89F20FB21A2D8F56531.htm,60,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151669_1610027864.webp,0
2932328,Tata,Tata Aria 2010-2013,Tata Aria 2010-2013 Prestige Leather,22,44C1B23EA9662465F4B0A94F9C73A568,Tata Aria Prestige Leather,4.65 Lakh,,"94,000",2011,Hyderabad,Chandanagar,0,Ranga reddy (reg),1,2197,MUV,No Insurance,Dealer,0,184949,0,0,Diesel,Manual,Not Informed,465000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2144792_1609349008.jpg,/used-car-details/used-Tata-Aria-2010-2013-Prestige-Leather-cars-Hyderabad_44C1B23EA9662465F4B0A94F9C73A568.htm,223,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2144792_1609349008.webp,0
2933675,Maruti,Maruti Dzire 2017-2020,Maruti Dzire 2017-2020 AMT VXI BS IV,25,E31073C51B5914A3C06B33473242465D,Maruti Swift Dzire AMT VXI BS IV,6.48 Lakh,6.99-10.37 Lakh,"35,200",2017,Hyderabad,Vidyanagar,0,Ranga reddy (reg),1,1197,Sedans,Comprehensive,Dealer,0,195118,0,0,Petrol,Automatic,,648000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_1_70641609486746_1609486758.jpg,/used-car-details/used-Maruti-Dzire-2017-2020-AMT-VXI-BS-IV-cars-Hyderabad_E31073C51B5914A3C06B33473242465D.htm,491,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_1_70641609486746_1609486758.webp,0
2941181,Hyundai,Hyundai Grand i10 2013-2016,Hyundai Grand i10 2013-2016 Sportz,12,13B81DB61CAB7401E960A5CBD356EA54,Hyundai Grand i10 Sportz,4.8 Lakh,7.19-7.56 Lakh,"30,000",2016,Hyderabad,LB Nagar,0,Hyderabad (reg),1,1197,Hatchback,No Insurance,Dealer,0,186539,0,0,Petrol,Manual,,480000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2150952_1610002893.jpg,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Sportz-cars-Hyderabad_13B81DB61CAB7401E960A5CBD356EA54.htm,58,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2150952_1610002893.webp,0
2916117,Ford,Ford Ecosport 2013-2015,Ford Ecosport 2013-2015 1.5 DV5 MT Titanium,21,8F890D945E449EF3509DE65C741A1CBC,Ford Ecosport 1.5 DV5 MT Titanium,4.85 Lakh,10.16-13.72 Lakh,"70,222",2013,Hyderabad,Hyderabad,0,Anantapur (reg),1,1498,SUV,No Insurance,Dealer,0,207017,0,0,Diesel,Manual,,485000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2133831_1608279834.jpg,/used-car-details/used-Ford-Ecosport-2013-2015-1.5-DV5-MT-Titanium-cars-Hyderabad_8F890D945E449EF3509DE65C741A1CBC.htm,2540,Dec 18,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2133831_1608279834.webp,0
2942137,Hyundai,Hyundai Grand i10 2013-2016,Hyundai Grand i10 2013-2016 Asta,10,165135F4643F2E5FADCA90EED0F5523C,Hyundai Grand i10 Asta,5.6 Lakh,7.19-7.56 Lakh,"21,986",2016,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,1197,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,560000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331610042295_1610042339.jpg,/used-car-details/used-Hyundai-Grand-i10-2013-2016-Asta-cars-Hyderabad_165135F4643F2E5FADCA90EED0F5523C.htm,2,Jan 08,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331610042295_1610042339.webp,0
2937578,Hyundai,Hyundai Elite i20 2014-2015,Hyundai Elite i20 2014-2015 Asta 1.2,10,C8F1C908AA51D55719DCBCCC35C48BF4,Hyundai i20 Asta 1.2,6.5 Lakh,8.05-13.52 Lakh,"28,535",2016,Hyderabad,Nanakramguda,0,Ranga reddy (reg),1,1197,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,650000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331609759940_1609759955.jpg,/used-car-details/used-Hyundai-Elite-i20-2014-2015-Asta-1.2-cars-Hyderabad_C8F1C908AA51D55719DCBCCC35C48BF4.htm,116,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331609759940_1609759955.webp,0
2889153,Hyundai,Hyundai Xcent 2016-2017,Hyundai Xcent 2016-2017 1.2 Kappa S AT,7,C47079EDF5F31E8CBDF4C0690222F9EF,Hyundai Xcent 1.2 Kappa S AT,5.99 Lakh,,"37,000",2018,Hyderabad,Hyderabad,0,Hyderabad (reg),1,1197,Sedans,No Insurance,Dealer,0,202257,0,0,Petrol,Automatic,,599000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2116451_1606457552.jpg,/used-car-details/used-Hyundai-Xcent-2016-2017-1.2-Kappa-S-AT-cars-Hyderabad_C47079EDF5F31E8CBDF4C0690222F9EF.htm,1665,Dec 17,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2116451_1606457552.webp,0
2917225,BMW,BMW X6 2009-2014,BMW X6 2009-2014 xDrive 40d,16,2A6D92D60F3C60A335B4D2580C8FCAB1,BMW X6 xDrive 40d,29.99 Lakh,,"1,18,000",2014,Hyderabad,Ammerpet,0,Hyderabad (reg),1,2993,SUV,No Insurance,Dealer,0,167560,0,2,Diesel,Automatic,Not Informed,2999000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_img_20200731_103209_2134667_1608296663.jpg,/used-car-details/used-BMW-X6-2009-2014-xDrive-40d-cars-Hyderabad_2A6D92D60F3C60A335B4D2580C8FCAB1.htm,770,Dec 23,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_img_20200731_103209_2134667_1608296663.webp,0
,,,,7,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,0
2937759,BMW,BMW 3 Series GT,BMW 3 Series GT Luxury Line,15,097D6983000761A98F2F4A118197D976,BMW 3 Series GT Luxury Line,26.5 Lakh,,"71,000",2016,Hyderabad,Ammerpet,0,Hyderabad (reg),1,1995,Sedans,No Insurance,Dealer,0,167560,0,0,Diesel,Automatic,,2650000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_img_20201210_144123_2021609769037_1609769060.jpg,/used-car-details/used-BMW-3-Series-GT-Luxury-Line-cars-Hyderabad_097D6983000761A98F2F4A118197D976.htm,77,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_img_20201210_144123_2021609769037_1609769060.webp,0
2938265,Jaguar,Jaguar XE 2016-2019,Jaguar XE 2016-2019 2.0L Diesel Portfolio,11,0A5D44B4343848258D751C89754DBCB9,Jaguar XE 2016-2019 2.0L Diesel Portfolio,29.5 Lakh,,"91,795",2017,Hyderabad,Jubilee Hills,0,Ranga reddy (reg),1,1999,Sedans,Comprehensive,Dealer,0,194898,0,0,Diesel,Automatic,,2950000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2147160_1609593562.jpg,/used-car-details/used-Jaguar-XE-2016-2019-2.0L-Diesel-Portfolio-cars-Hyderabad_0A5D44B4343848258D751C89754DBCB9.htm,92,Jan 05,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2147160_1609593562.webp,0
2720650,Audi,Audi Q5 2012-2017,Audi Q5 2012-2017 3.0 TDI Quattro Technology,19,F28691A1BA76F0B8B4A644EFEF7841A3,Audi Q5 3.0 TDI Quattro Technology,32 Lakh,,"30,000",2015,Hyderabad,Jubilee Hills,0,Hyderabad (reg),1,2967,SUV,No Insurance,Dealer,0,200995,0,44,Diesel,Automatic,Not Informed,3200000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_3_94281593603241_1593603266.jpeg,/used-car-details/used-Audi-Q5-2012-2017-3.0-TDI-Quattro-Technology-cars-Hyderabad_F28691A1BA76F0B8B4A644EFEF7841A3.htm,2423,Aug 10,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_3_94281593603241_1593603266.webp,0
2612703,Audi,Audi A6 2015-2019,Audi A6 2015-2019 35 TDI,19,E791AA18B2502EA047F0EAAB1D762D58,Audi A6 35 TDI,25 Lakh,,"35,000",2015,Hyderabad,Jubilee Hills,0,Hyderabad (reg),1,1968,Sedans,Comprehensive,Dealer,0,200995,0,71,Diesel,Automatic,Not Informed,2500000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_1936724_1580308989.jpg,/used-car-details/used-Audi-A6-2015-2019-35-TDI-cars-Hyderabad_E791AA18B2502EA047F0EAAB1D762D58.htm,5927,Oct 29,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_1936724_1580308989.webp,0
2941917,Renault,Renault KWID 2015-2019,Renault KWID 2015-2019 RXT,10,BFF496674B1E5FE7C490E12D9F724166,Renault KWID RXT,3.8 Lakh,3.99-6.47 Lakh,"7,471",2018,Hyderabad,Nanakramguda,0,Hyderabad (reg),1,799,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Manual,,380000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_1__147331610026950_1610026968.jpg,/used-car-details/used-Renault-KWID-2015-2019-RXT-cars-Hyderabad_BFF496674B1E5FE7C490E12D9F724166.htm,29,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_1__147331610026950_1610026968.webp,0
2937377,Renault,Renault KWID 2015-2019,Renault KWID 2015-2019 AMT,10,C97A4386D32103502DC676611685900A,Renault KWID AMT,4.08 Lakh,3.99-6.47 Lakh,"12,798",2017,Hyderabad,Nanakramguda,0,Hyderabad (reg),1,999,Hatchback,No Insurance,Dealer,0,208947,0,0,Petrol,Automatic,,408000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_file_147331609756242_1609756262.jpg,/used-car-details/used-Renault-KWID-2015-2019-AMT-cars-Hyderabad_C97A4386D32103502DC676611685900A.htm,284,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_file_147331609756242_1609756262.webp,0
2935095,Maruti,Maruti Wagon R 1999-2006,Maruti Wagon R 1999-2006 VXI,10,C25C4CF2F52F890F62A77218E50CD1E0,Maruti Wagon R VXI,3.99 Lakh,5.39-7.12 Lakh,"40,000",2017,Hyderabad,Sanjeeva Reddy Nagar,0,Ranga reddy (reg),1,998,Hatchback,Comprehensive,Dealer,0,187128,0,0,Petrol,Manual,,399000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2146920_1609583780.jpg,/used-car-details/used-Maruti-Wagon-R-1999-2006-VXI-cars-Hyderabad_C25C4CF2F52F890F62A77218E50CD1E0.htm,728,Jan 02,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2146920_1609583780.webp,0
2937188,Maruti,Maruti Ritz,Maruti Ritz LDi,16,38C39CC9652CAA07B11FC22DF04D04F4,Maruti Ritz LDi,3.85 Lakh,,"75,000",2016,Hyderabad,LB Nagar,0,Mahbubnagar (reg),1,1248,Hatchback,No Insurance,Dealer,0,201836,0,1,Diesel,Manual,Not Informed,385000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2148097_1609748944.jpg,/used-car-details/used-Maruti-Ritz-LDi-cars-Hyderabad_38C39CC9652CAA07B11FC22DF04D04F4.htm,221,Jan 04,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2148097_1609748944.webp,0
2932685,Maruti,Maruti Celerio 2014-2017,Maruti Celerio 2014-2017 VDi,14,0498C1D75F04345C20BB332AEA701941,Maruti Celerio VDi,3.75 Lakh,,"61,173",2016,Hyderabad,Nehrunagar,0,Hyderabad (reg),1,793,Hatchback,No Insurance,Dealer,0,187300,0,0,Diesel,Manual,,375000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_01_2161609398793_1609398817.jpeg,/used-car-details/used-Maruti-Celerio-2014-2017-VDi-cars-Hyderabad_0498C1D75F04345C20BB332AEA701941.htm,260,Jan 02,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_01_2161609398793_1609398817.webp,0
2897988,Toyota,Toyota Fortuner 2016-2021,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,11,C21CCFD4B9FD0C9E4672584171FC45BA,Toyota Fortuner 2016-2021 2.8 2WD AT BSIV,28.5 Lakh,38.80-44.85 Lakh,"1,55,000",2017,Hyderabad,Golconda,0,Hyderabad (reg),1,2755,SUV,No Insurance,Dealer,0,210556,0,2,Diesel,Automatic,Not Informed,2850000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2121624_1607002505.jpg,/used-car-details/used-Toyota-Fortuner-2016-2021-2.8-2WD-AT-BSIV-cars-Hyderabad_C21CCFD4B9FD0C9E4672584171FC45BA.htm,689,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2121624_1607002505.webp,0
2938059,BMW,BMW X1 2015-2020,BMW X1 2015-2020 sDrive 20d xLine,11,70D6AD6ACE7B3C0C62164615D0EE4457,BMW X1 sDrive 20d xLine,27 Lakh,48.43-51.16 Lakh,"36,806",2016,Hyderabad,Jubilee Hills,0,Vijayawada (reg),1,1995,SUV,No Insurance,Dealer,0,194898,0,0,Diesel,Automatic,,2700000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2148380_1609758061.jpg,/used-car-details/used-BMW-X1-2015-2020-sDrive-20d-xLine-cars-Hyderabad_70D6AD6ACE7B3C0C62164615D0EE4457.htm,60,Jan 06,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2148380_1609758061.webp,0
2917892,Audi,Audi A6 2011-2015,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,14,C2FB9FA7C4BCBAB18A45BBDAE2E5A6CC,Audi A6 3.0 TDI Quattro Premium Plus,28.5 Lakh,,"41,000",2015,Hyderabad,Ammerpet,0,Secunderabad (reg),1,2967,Sedans,No Insurance,Dealer,0,167560,0,0,Diesel,Automatic,Not Informed,2850000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_img_20200617_132846_2135098_1608365540.jpg,/used-car-details/used-Audi-A6-2011-2015-3.0-TDI-Quattro-Premium-Plus-cars-Hyderabad_C2FB9FA7C4BCBAB18A45BBDAE2E5A6CC.htm,349,Dec 23,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/usedcar_img_20200617_132846_2135098_1608365540.webp,0
2941406,Audi,Audi A6 2011-2015,Audi A6 2011-2015 35 TDI Premium,13,226905E360A3AAE6945E592ED2DD2AC9,Audi A6 35 TDI Premium,32 Lakh,,"54,945",2016,Hyderabad,Madhapur,0,Hyderabad (reg),1,1968,Sedans,No Insurance,Dealer,0,199054,0,0,Diesel,Automatic,,3200000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151154_1610009263.jpg,/used-car-details/used-Audi-A6-2011-2015-35-TDI-Premium-cars-Hyderabad_226905E360A3AAE6945E592ED2DD2AC9.htm,0,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151154_1610009263.webp,0
2941049,Hyundai,Hyundai Elite i20 2014-2015,Hyundai Elite i20 2014-2015 Sportz 1.2,25,9F4499262A6422309D35C957A56039FB,Hyundai i20 Sportz 1.2,4.95 Lakh,8.05-13.52 Lakh,"37,000",2014,Hyderabad,Vidyanagar,0,Hyderabad (reg),1,1197,Hatchback,Comprehensive,Dealer,0,195118,0,0,Petrol,Manual,,495000,https://images10.gaadicdn.com/usedcar_image/320x240/usedcar_1_edited_70641609997753_1609997808.jpg,/used-car-details/used-Hyundai-Elite-i20-2014-2015-Sportz-1.2-cars-Hyderabad_9F4499262A6422309D35C957A56039FB.htm,98,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/usedcar_1_edited_70641609997753_1609997808.webp,0
2941931,Maruti,Maruti Wagon R,Maruti Wagon R VXI AMT Opt 1.2BSIV,18,380D9C84069AC89F20FB21A2D8F56531,Maruti Wagon R VXI AMT Opt 1.2BSIV,4.75 Lakh,5.39-7.12 Lakh,"18,200",2018,Hyderabad,Hussainialam,0,Hyderabad (reg),1,1197,Hatchback,Comprehensive,Dealer,0,219429,0,0,Petrol,Automatic,,475000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2151669_1610027864.jpg,/used-car-details/used-Maruti-Wagon-R-VXI-AMT-Opt-1.2BSIV-cars-Hyderabad_380D9C84069AC89F20FB21A2D8F56531.htm,60,Jan 07,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2021/used_car_2151669_1610027864.webp,0
2932328,Tata,Tata Aria 2010-2013,Tata Aria 2010-2013 Prestige Leather,22,44C1B23EA9662465F4B0A94F9C73A568,Tata Aria Prestige Leather,4.65 Lakh,,"94,000",2011,Hyderabad,Chandanagar,0,Ranga reddy (reg),1,2197,MUV,No Insurance,Dealer,0,184949,0,0,Diesel,Manual,Not Informed,465000,https://images10.gaadicdn.com/usedcar_image/320x240/used_car_2144792_1609349008.jpg,/used-car-details/used-Tata-Aria-2010-2013-Prestige-Leather-cars-Hyderabad_44C1B23EA9662465F4B0A94F9C73A568.htm,223,Jan 03,0,https://images10.gaadicdn.com/usedcar_image/320x240webp/2020/used_car_2144792_1609349008.webp,0
